feature,coef,abs_coef
Name_Hebron Academy Incorporated,0.03550586615057149,0.03550586615057149
Name_Downeast Horizons Inc.,0.03541018770788826,0.03541018770788826
Name_Pine Grove Cemetery Corp,0.0353837518216319,0.0353837518216319
Name_North Yarmouth Academy,0.03522787824757037,0.03522787824757037
City_Ltl Deer is,0.03484683940700291,0.03484683940700291
Name_Howard Hill Cemetery Corp,0.03484683940700291,0.03484683940700291
Name_Andover Historical Society,0.03484253357023724,0.03484253357023724
City_Andover,0.03484253357023724,0.03484253357023724
Name_Bremen Library Association,0.034841567912675224,0.034841567912675224
City_Bremen,0.034841567912675224,0.034841567912675224
City_Cushing,0.03483989551266219,0.03483989551266219
Name_Cushing Historical Society,0.03483989551266219,0.03483989551266219
Name_Kennebec Valley YMCA,0.03469218227064168,0.03469218227064168
Name_Waldoboro Public Library,0.034522021205666706,0.034522021205666706
Name_Northern Maine General,0.034438565202952916,0.034438565202952916
City_Lowell,0.034309758167309495,0.034309758167309495
Name_Iglesia Bethesda Inc.,0.034309758167309495,0.034309758167309495
Name_Fairview Hospital Inc.,0.03429802601821398,0.03429802601821398
City_Stonington,0.034190491256975784,0.034190491256975784
Name_Stonington Public Library,0.034190491256975784,0.034190491256975784
Name_Topsham Public Library,0.03418409632663472,0.03418409632663472
City_Topsham,0.03418409632663472,0.03418409632663472
Name_Bar Harbor Village Improvement Association,-0.034171321822468924,0.034171321822468924
Name_Brookside Cemetery Association Inc.,-0.03411345887009793,0.03411345887009793
Name_Junior League of Portland Maine Inc.,-0.03404811708178199,0.03404811708178199
City_Camden,0.03388642245682627,0.03388642245682627
Name_Riverside Cemetery Corporation,0.03383205528666176,0.03383205528666176
City_Ft Fairfield,0.03383205528666176,0.03383205528666176
City_Chebeague Island,0.033553007349743494,0.033553007349743494
Name_Chebeague Island Council,0.033553007349743494,0.033553007349743494
Name_Madawaska Public Library,0.03355269968521524,0.03355269968521524
City_Madawaska,0.03355269968521524,0.03355269968521524
City_South Berwick,0.03355048306288456,0.03355048306288456
Name_Berwick Academy Trustees,0.03355048306288456,0.03355048306288456
Name_Bristol Area Library Association,-0.0335365639772891,0.0335365639772891
City_New Harbor,-0.0335365639772891,0.0335365639772891
Name_Rice Public Library,0.03352728092803488,0.03352728092803488
Name_Camden Area Senior Assistance,0.03345489267516442,0.03345489267516442
Name_Maine Maritime Museum,0.03318541192478486,0.03318541192478486
Name_Sarah Frye Home,0.03308390063642474,0.03308390063642474
Name_Skowhegan State Fair,0.033005518831729176,0.033005518831729176
Name_Skidompha Library Assoc,0.032931775375046574,0.032931775375046574
City_Damariscotta,0.032931775375046574,0.032931775375046574
City_Pittsfield,0.03293112772347628,0.03293112772347628
Name_Maine Central Institute,0.03293112772347628,0.03293112772347628
Name_Hollis Center Library Association,-0.03286654784906159,0.03286654784906159
